result_id,student_id,school_id,subject_id,window_id,window_sort,school_year,scaled_score,percentile_rank,benchmark_category,is_proficient,is_at_risk
R0011109,STU01852,S005,SUBJ_R,W3,3,2024-2025,471.3,1,Urgent Intervention,False,True
R0011110,STU01852,S005,SUBJ_M,W1,1,2024-2025,733.8,36,On Watch,False,False
R0011111,STU01852,S005,SUBJ_M,W2,2,2024-2025,764.1,41,At/Above Benchmark,True,False
R0011112,STU01852,S005,SUBJ_M,W3,3,2024-2025,812.2,55,At/Above Benchmark,True,False
R0011113,STU01853,S005,SUBJ_R,W1,1,2024-2025,858.2,29,On Watch,False,False
R0011114,STU01853,S005,SUBJ_R,W2,2,2024-2025,866.7,30,On Watch,False,False
R0011115,STU01853,S005,SUBJ_R,W3,3,2024-2025,887.3,37,On Watch,False,False
R0011116,STU01853,S005,SUBJ_M,W1,1,2024-2025,808.1,16,Intervention,False,True
R0011117,STU01853,S005,SUBJ_M,W2,2,2024-2025,841.4,29,On Watch,False,False
R0011118,STU01853,S005,SUBJ_M,W3,3,2024-2025,875.6,38,On Watch,False,False
R0011119,STU01854,S005,SUBJ_R,W1,1,2024-2025,1007.8,57,At/Above Benchmark,True,False
R0011120,STU01854,S005,SUBJ_R,W2,2,2024-2025,967.6,52,At/Above Benchmark,True,False
R0011121,STU01854,S005,SUBJ_R,W3,3,2024-2025,932.5,50,At/Above Benchmark,True,False
R0011122,STU01854,S005,SUBJ_M,W1,1,2024-2025,748.3,28,On Watch,False,False
R0011123,STU01854,S005,SUBJ_M,W2,2,2024-2025,807.9,32,On Watch,False,False
R0011124,STU01854,S005,SUBJ_M,W3,3,2024-2025,791.2,31,On Watch,False,False
R0011125,STU01855,S005,SUBJ_R,W1,1,2024-2025,854.1,37,On Watch,False,False
R0011126,STU01855,S005,SUBJ_R,W2,2,2024-2025,957.4,57,At/Above Benchmark,True,False
R0011127,STU01855,S005,SUBJ_R,W3,3,2024-2025,898.1,49,At/Above Benchmark,True,False
R0011128,STU01855,S005,SUBJ_M,W1,1,2024-2025,472.8,1,Urgent Intervention,False,True
R0011129,STU01855,S005,SUBJ_M,W2,2,2024-2025,467.6,1,Urgent Intervention,False,True
R0011130,STU01855,S005,SUBJ_M,W3,3,2024-2025,513.8,1,Urgent Intervention,False,True
R0011131,STU01856,S005,SUBJ_R,W1,1,2024-2025,829.9,42,At/Above Benchmark,True,False
R0011132,STU01856,S005,SUBJ_R,W2,2,2024-2025,897.5,34,On Watch,False,False
R0011133,STU01856,S005,SUBJ_R,W3,3,2024-2025,939.0,45,At/Above Benchmark,True,False
R0011134,STU01856,S005,SUBJ_M,W1,1,2024-2025,924.4,49,At/Above Benchmark,True,False
R0011135,STU01856,S005,SUBJ_M,W2,2,2024-2025,968.0,66,At/Above Benchmark,True,False
R0011136,STU01856,S005,SUBJ_M,W3,3,2024-2025,999.5,65,At/Above Benchmark,True,False
R0011137,STU01857,S005,SUBJ_R,W1,1,2024-2025,1092.4,54,At/Above Benchmark,True,False
R0011138,STU01857,S005,SUBJ_R,W2,2,2024-2025,1114.1,55,At/Above Benchmark,True,False
R0011139,STU01857,S005,SUBJ_R,W3,3,2024-2025,1159.9,63,At/Above Benchmark,True,False
R0011140,STU01857,S005,SUBJ_M,W1,1,2024-2025,936.3,40,At/Above Benchmark,True,False
R0011141,STU01857,S005,SUBJ_M,W2,2,2024-2025,985.0,49,At/Above Benchmark,True,False
R0011142,STU01857,S005,SUBJ_M,W3,3,2024-2025,1076.9,61,At/Above Benchmark,True,False
R0011143,STU01858,S005,SUBJ_R,W1,1,2024-2025,712.0,18,Intervention,False,True
R0011144,STU01858,S005,SUBJ_R,W2,2,2024-2025,803.2,24,Intervention,False,True
R0011145,STU01858,S005,SUBJ_R,W3,3,2024-2025,860.8,36,On Watch,False,False
R0011146,STU01858,S005,SUBJ_M,W1,1,2024-2025,764.5,35,On Watch,False,False
R0011147,STU01858,S005,SUBJ_M,W2,2,2024-2025,776.4,33,On Watch,False,False
R0011148,STU01858,S005,SUBJ_M,W3,3,2024-2025,850.1,46,At/Above Benchmark,True,False
R0011149,STU01859,S005,SUBJ_R,W1,1,2024-2025,877.2,49,At/Above Benchmark,True,False
R0011150,STU01859,S005,SUBJ_R,W2,2,2024-2025,918.1,57,At/Above Benchmark,True,False
R0011151,STU01859,S005,SUBJ_R,W3,3,2024-2025,948.2,55,At/Above Benchmark,True,False
R0011152,STU01859,S005,SUBJ_M,W1,1,2024-2025,786.0,46,At/Above Benchmark,True,False
R0011153,STU01859,S005,SUBJ_M,W2,2,2024-2025,761.5,36,On Watch,False,False
R0011154,STU01859,S005,SUBJ_M,W3,3,2024-2025,646.4,34,On Watch,False,False
R0011155,STU01860,S005,SUBJ_R,W1,1,2024-2025,849.1,22,Intervention,False,True
R0011156,STU01860,S005,SUBJ_R,W2,2,2024-2025,837.5,16,Intervention,False,True
R0011157,STU01860,S005,SUBJ_R,W3,3,2024-2025,733.1,9,Urgent Intervention,False,True
R0011158,STU01860,S005,SUBJ_M,W1,1,2024-2025,853.2,31,On Watch,False,False
R0011159,STU01860,S005,SUBJ_M,W2,2,2024-2025,895.0,33,On Watch,False,False
R0011160,STU01860,S005,SUBJ_M,W3,3,2024-2025,950.2,46,At/Above Benchmark,True,False
R0011161,STU01861,S005,SUBJ_R,W1,1,2024-2025,777.0,33,On Watch,False,False
R0011162,STU01861,S005,SUBJ_R,W2,2,2024-2025,886.0,51,At/Above Benchmark,True,False
R0011163,STU01861,S005,SUBJ_R,W3,3,2024-2025,935.1,43,At/Above Benchmark,True,False
R0011164,STU01861,S005,SUBJ_M,W1,1,2024-2025,850.4,51,At/Above Benchmark,True,False
R0011165,STU01861,S005,SUBJ_M,W2,2,2024-2025,881.9,44,At/Above Benchmark,True,False
R0011166,STU01861,S005,SUBJ_M,W3,3,2024-2025,1014.7,67,At/Above Benchmark,True,False
R0011167,STU01862,S005,SUBJ_R,W1,1,2024-2025,914.5,29,On Watch,False,False
R0011168,STU01862,S005,SUBJ_R,W2,2,2024-2025,971.6,36,On Watch,False,False
R0011169,STU01862,S005,SUBJ_R,W3,3,2024-2025,1052.6,46,At/Above Benchmark,True,False
R0011170,STU01862,S005,SUBJ_M,W1,1,2024-2025,1004.4,50,At/Above Benchmark,True,False
R0011171,STU01862,S005,SUBJ_M,W2,2,2024-2025,996.9,54,At/Above Benchmark,True,False
R0011172,STU01862,S005,SUBJ_M,W3,3,2024-2025,918.4,42,At/Above Benchmark,True,False
R0011173,STU01863,S005,SUBJ_R,W1,1,2024-2025,1074.7,60,At/Above Benchmark,True,False
R0011174,STU01863,S005,SUBJ_R,W2,2,2024-2025,1162.2,79,At/Above Benchmark,True,False
R0011175,STU01863,S005,SUBJ_R,W3,3,2024-2025,1180.2,79,At/Above Benchmark,True,False
R0011176,STU01863,S005,SUBJ_M,W1,1,2024-2025,743.7,27,On Watch,False,False
R0011177,STU01863,S005,SUBJ_M,W2,2,2024-2025,675.9,5,Urgent Intervention,False,True
R0011178,STU01863,S005,SUBJ_M,W3,3,2024-2025,612.5,9,Urgent Intervention,False,True
R0011179,STU01864,S005,SUBJ_R,W1,1,2024-2025,824.2,53,At/Above Benchmark,True,False
R0011180,STU01864,S005,SUBJ_R,W2,2,2024-2025,885.5,56,At/Above Benchmark,True,False
R0011181,STU01864,S005,SUBJ_R,W3,3,2024-2025,879.8,64,At/Above Benchmark,True,False
R0011182,STU01864,S005,SUBJ_M,W1,1,2024-2025,943.7,64,At/Above Benchmark,True,False
R0011183,STU01864,S005,SUBJ_M,W2,2,2024-2025,897.6,59,At/Above Benchmark,True,False
R0011184,STU01864,S005,SUBJ_M,W3,3,2024-2025,924.5,69,At/Above Benchmark,True,False
R0011185,STU01865,S005,SUBJ_R,W1,1,2024-2025,1018.7,44,At/Above Benchmark,True,False
R0011186,STU01865,S005,SUBJ_R,W2,2,2024-2025,1076.6,56,At/Above Benchmark,True,False
R0011187,STU01865,S005,SUBJ_R,W3,3,2024-2025,1065.7,60,At/Above Benchmark,True,False
R0011188,STU01865,S005,SUBJ_M,W1,1,2024-2025,1129.8,70,At/Above Benchmark,True,False
R0011189,STU01865,S005,SUBJ_M,W2,2,2024-2025,1150.6,65,At/Above Benchmark,True,False
R0011190,STU01865,S005,SUBJ_M,W3,3,2024-2025,1148.4,75,At/Above Benchmark,True,False
R0011191,STU01866,S005,SUBJ_R,W1,1,2024-2025,940.8,59,At/Above Benchmark,True,False
R0011192,STU01866,S005,SUBJ_R,W2,2,2024-2025,915.3,59,At/Above Benchmark,True,False
R0011193,STU01866,S005,SUBJ_R,W3,3,2024-2025,975.7,68,At/Above Benchmark,True,False
R0011194,STU01866,S005,SUBJ_M,W1,1,2024-2025,621.0,18,Intervention,False,True
R0011195,STU01866,S005,SUBJ_M,W2,2,2024-2025,640.6,24,Intervention,False,True
R0011196,STU01866,S005,SUBJ_M,W3,3,2024-2025,792.1,47,At/Above Benchmark,True,False
R0011197,STU01867,S005,SUBJ_R,W1,1,2024-2025,822.2,51,At/Above Benchmark,True,False
R0011198,STU01867,S005,SUBJ_R,W2,2,2024-2025,858.4,41,At/Above Benchmark,True,False
R0011199,STU01867,S005,SUBJ_R,W3,3,2024-2025,926.3,55,At/Above Benchmark,True,False
R0011200,STU01867,S005,SUBJ_M,W1,1,2024-2025,938.0,59,At/Above Benchmark,True,False
R0011201,STU01867,S005,SUBJ_M,W2,2,2024-2025,958.3,67,At/Above Benchmark,True,False
R0011202,STU01867,S005,SUBJ_M,W3,3,2024-2025,1006.2,77,At/Above Benchmark,True,False
R0011203,STU01868,S005,SUBJ_R,W1,1,2024-2025,715.1,32,On Watch,False,False
R0011204,STU01868,S005,SUBJ_R,W2,2,2024-2025,751.0,35,On Watch,False,False
R0011205,STU01868,S005,SUBJ_R,W3,3,2024-2025,788.5,34,On Watch,False,False
R0011206,STU01868,S005,SUBJ_M,W1,1,2024-2025,874.5,52,At/Above Benchmark,True,False
R0011207,STU01868,S005,SUBJ_M,W2,2,2024-2025,920.0,74,At/Above Benchmark,True,False
R0011208,STU01868,S005,SUBJ_M,W3,3,2024-2025,944.6,75,At/Above Benchmark,True,False
R0011209,STU01869,S005,SUBJ_R,W1,1,2024-2025,975.6,50,At/Above Benchmark,True,False
R0011210,STU01869,S005,SUBJ_R,W2,2,2024-2025,1028.4,64,At/Above Benchmark,True,False
R0011211,STU01869,S005,SUBJ_R,W3,3,2024-2025,1026.6,55,At/Above Benchmark,True,False
R0011212,STU01869,S005,SUBJ_M,W1,1,2024-2025,935.1,53,At/Above Benchmark,True,False
R0011213,STU01869,S005,SUBJ_M,W2,2,2024-2025,936.9,57,At/Above Benchmark,True,False
R0011214,STU01869,S005,SUBJ_M,W3,3,2024-2025,1057.8,64,At/Above Benchmark,True,False
R0011215,STU01870,S005,SUBJ_R,W1,1,2024-2025,827.9,56,At/Above Benchmark,True,False
R0011216,STU01870,S005,SUBJ_R,W2,2,2024-2025,797.7,44,At/Above Benchmark,True,False
R0011217,STU01870,S005,SUBJ_R,W3,3,2024-2025,860.9,51,At/Above Benchmark,True,False
R0011218,STU01870,S005,SUBJ_M,W1,1,2024-2025,755.9,49,At/Above Benchmark,True,False
R0011219,STU01870,S005,SUBJ_M,W2,2,2024-2025,757.3,43,At/Above Benchmark,True,False
R0011220,STU01870,S005,SUBJ_M,W3,3,2024-2025,825.1,56,At/Above Benchmark,True,False
R0011221,STU01871,S005,SUBJ_R,W1,1,2024-2025,598.5,24,Intervention,False,True
R0011222,STU01871,S005,SUBJ_R,W2,2,2024-2025,686.5,31,On Watch,False,False
R0011223,STU01871,S005,SUBJ_R,W3,3,2024-2025,675.8,13,Intervention,False,True
R0011224,STU01871,S005,SUBJ_M,W1,1,2024-2025,613.4,19,Intervention,False,True
R0011225,STU01871,S005,SUBJ_M,W2,2,2024-2025,631.8,28,On Watch,False,False
R0011226,STU01871,S005,SUBJ_M,W3,3,2024-2025,630.3,21,Intervention,False,True
R0011227,STU01872,S005,SUBJ_R,W1,1,2024-2025,949.5,36,On Watch,False,False
R0011228,STU01872,S005,SUBJ_R,W2,2,2024-2025,981.4,46,At/Above Benchmark,True,False
R0011229,STU01872,S005,SUBJ_R,W3,3,2024-2025,1077.3,61,At/Above Benchmark,True,False
R0011230,STU01872,S005,SUBJ_M,W1,1,2024-2025,865.9,34,On Watch,False,False
R0011231,STU01872,S005,SUBJ_M,W2,2,2024-2025,966.6,43,At/Above Benchmark,True,False
R0011232,STU01872,S005,SUBJ_M,W3,3,2024-2025,1039.2,53,At/Above Benchmark,True,False
R0011233,STU01873,S005,SUBJ_R,W1,1,2024-2025,1134.2,73,At/Above Benchmark,True,False
R0011234,STU01873,S005,SUBJ_R,W2,2,2024-2025,1147.7,77,At/Above Benchmark,True,False
R0011235,STU01873,S005,SUBJ_R,W3,3,2024-2025,1309.1,99,At/Above Benchmark,True,False
R0011236,STU01873,S005,SUBJ_M,W1,1,2024-2025,877.6,58,At/Above Benchmark,True,False
R0011237,STU01873,S005,SUBJ_M,W2,2,2024-2025,904.9,44,At/Above Benchmark,True,False
R0011238,STU01873,S005,SUBJ_M,W3,3,2024-2025,895.4,44,At/Above Benchmark,True,False
R0011239,STU01874,S005,SUBJ_R,W1,1,2024-2025,700.9,15,Intervention,False,True
R0011240,STU01874,S005,SUBJ_R,W2,2,2024-2025,783.9,29,On Watch,False,False
R0011241,STU01874,S005,SUBJ_R,W3,3,2024-2025,807.7,22,Intervention,False,True
R0011242,STU01874,S005,SUBJ_M,W1,1,2024-2025,879.0,44,At/Above Benchmark,True,False
R0011243,STU01874,S005,SUBJ_M,W2,2,2024-2025,868.3,51,At/Above Benchmark,True,False
R0011244,STU01874,S005,SUBJ_M,W3,3,2024-2025,892.7,46,At/Above Benchmark,True,False
R0011245,STU01875,S005,SUBJ_R,W1,1,2024-2025,795.8,26,On Watch,False,False
R0011246,STU01875,S005,SUBJ_R,W2,2,2024-2025,882.0,39,On Watch,False,False
R0011247,STU01875,S005,SUBJ_R,W3,3,2024-2025,889.4,42,At/Above Benchmark,True,False
R0011248,STU01875,S005,SUBJ_M,W1,1,2024-2025,769.9,34,On Watch,False,False
R0011249,STU01875,S005,SUBJ_M,W2,2,2024-2025,859.6,41,At/Above Benchmark,True,False
R0011250,STU01875,S005,SUBJ_M,W3,3,2024-2025,1007.7,57,At/Above Benchmark,True,False
R0011251,STU01876,S005,SUBJ_R,W1,1,2024-2025,976.0,43,At/Above Benchmark,True,False
R0011252,STU01876,S005,SUBJ_R,W2,2,2024-2025,1051.6,50,At/Above Benchmark,True,False
R0011253,STU01876,S005,SUBJ_R,W3,3,2024-2025,1089.4,65,At/Above Benchmark,True,False
R0011254,STU01876,S005,SUBJ_M,W1,1,2024-2025,1029.2,65,At/Above Benchmark,True,False
R0011255,STU01876,S005,SUBJ_M,W2,2,2024-2025,1101.7,78,At/Above Benchmark,True,False
R0011256,STU01876,S005,SUBJ_M,W3,3,2024-2025,1205.1,76,At/Above Benchmark,True,False
R0011257,STU01877,S005,SUBJ_R,W1,1,2024-2025,929.8,45,At/Above Benchmark,True,False
R0011258,STU01877,S005,SUBJ_R,W2,2,2024-2025,1030.8,58,At/Above Benchmark,True,False
R0011259,STU01877,S005,SUBJ_R,W3,3,2024-2025,1054.1,69,At/Above Benchmark,True,False
R0011260,STU01877,S005,SUBJ_M,W1,1,2024-2025,746.2,24,Intervention,False,True
R0011261,STU01877,S005,SUBJ_M,W2,2,2024-2025,858.6,49,At/Above Benchmark,True,False
R0011262,STU01877,S005,SUBJ_M,W3,3,2024-2025,897.8,50,At/Above Benchmark,True,False
R0011263,STU01878,S005,SUBJ_R,W1,1,2024-2025,736.0,27,On Watch,False,False
R0011264,STU01878,S005,SUBJ_R,W2,2,2024-2025,786.9,28,On Watch,False,False
R0011265,STU01878,S005,SUBJ_R,W3,3,2024-2025,891.5,48,At/Above Benchmark,True,False
R0011266,STU01878,S005,SUBJ_M,W1,1,2024-2025,997.6,61,At/Above Benchmark,True,False
R0011267,STU01878,S005,SUBJ_M,W2,2,2024-2025,1065.0,70,At/Above Benchmark,True,False
R0011268,STU01878,S005,SUBJ_M,W3,3,2024-2025,1053.6,71,At/Above Benchmark,True,False
R0011269,STU01879,S005,SUBJ_R,W1,1,2024-2025,523.6,1,Urgent Intervention,False,True
R0011270,STU01879,S005,SUBJ_R,W2,2,2024-2025,559.9,8,Urgent Intervention,False,True
R0011271,STU01879,S005,SUBJ_R,W3,3,2024-2025,607.2,22,Intervention,False,True
R0011272,STU01879,S005,SUBJ_M,W1,1,2024-2025,848.5,68,At/Above Benchmark,True,False
R0011273,STU01879,S005,SUBJ_M,W2,2,2024-2025,903.6,64,At/Above Benchmark,True,False
R0011274,STU01879,S005,SUBJ_M,W3,3,2024-2025,912.7,69,At/Above Benchmark,True,False
R0011275,STU01880,S005,SUBJ_R,W1,1,2024-2025,976.2,64,At/Above Benchmark,True,False
R0011276,STU01880,S005,SUBJ_R,W2,2,2024-2025,1056.5,62,At/Above Benchmark,True,False
R0011277,STU01880,S005,SUBJ_R,W3,3,2024-2025,1139.8,75,At/Above Benchmark,True,False
R0011278,STU01880,S005,SUBJ_M,W1,1,2024-2025,748.4,27,On Watch,False,False
R0011279,STU01880,S005,SUBJ_M,W2,2,2024-2025,772.8,33,On Watch,False,False
R0011280,STU01880,S005,SUBJ_M,W3,3,2024-2025,753.1,35,On Watch,False,False
R0011281,STU01881,S005,SUBJ_R,W1,1,2024-2025,1031.9,57,At/Above Benchmark,True,False
R0011282,STU01881,S005,SUBJ_R,W2,2,2024-2025,994.5,47,At/Above Benchmark,True,False
R0011283,STU01881,S005,SUBJ_R,W3,3,2024-2025,1048.2,57,At/Above Benchmark,True,False
R0011284,STU01881,S005,SUBJ_M,W1,1,2024-2025,955.8,51,At/Above Benchmark,True,False
R0011285,STU01881,S005,SUBJ_M,W2,2,2024-2025,979.1,56,At/Above Benchmark,True,False
R0011286,STU01881,S005,SUBJ_M,W3,3,2024-2025,1039.7,69,At/Above Benchmark,True,False
R0011287,STU01882,S005,SUBJ_R,W1,1,2024-2025,1184.2,59,At/Above Benchmark,True,False
R0011288,STU01882,S005,SUBJ_R,W2,2,2024-2025,1264.4,81,At/Above Benchmark,True,False
R0011289,STU01882,S005,SUBJ_R,W3,3,2024-2025,1275.7,80,At/Above Benchmark,True,False
R0011290,STU01882,S005,SUBJ_M,W1,1,2024-2025,897.8,30,On Watch,False,False
R0011291,STU01882,S005,SUBJ_M,W2,2,2024-2025,916.2,39,On Watch,False,False
R0011292,STU01882,S005,SUBJ_M,W3,3,2024-2025,930.5,42,At/Above Benchmark,True,False
R0011293,STU01883,S005,SUBJ_R,W1,1,2024-2025,892.5,45,At/Above Benchmark,True,False
R0011294,STU01883,S005,SUBJ_R,W2,2,2024-2025,965.9,55,At/Above Benchmark,True,False
R0011295,STU01883,S005,SUBJ_R,W3,3,2024-2025,1011.1,47,At/Above Benchmark,True,False
R0011296,STU01883,S005,SUBJ_M,W1,1,2024-2025,1080.7,76,At/Above Benchmark,True,False
R0011297,STU01883,S005,SUBJ_M,W2,2,2024-2025,1066.5,77,At/Above Benchmark,True,False
R0011298,STU01883,S005,SUBJ_M,W3,3,2024-2025,963.3,60,At/Above Benchmark,True,False
R0011299,STU01884,S005,SUBJ_R,W1,1,2024-2025,1164.4,87,At/Above Benchmark,True,False
R0011300,STU01884,S005,SUBJ_R,W2,2,2024-2025,1149.6,83,At/Above Benchmark,True,False
R0011301,STU01884,S005,SUBJ_R,W3,3,2024-2025,1190.7,75,At/Above Benchmark,True,False
R0011302,STU01884,S005,SUBJ_M,W1,1,2024-2025,1019.2,61,At/Above Benchmark,True,False
R0011303,STU01884,S005,SUBJ_M,W2,2,2024-2025,1081.4,80,At/Above Benchmark,True,False
R0011304,STU01884,S005,SUBJ_M,W3,3,2024-2025,1125.6,83,At/Above Benchmark,True,False
R0011305,STU01885,S005,SUBJ_R,W1,1,2024-2025,972.3,37,On Watch,False,False
R0011306,STU01885,S005,SUBJ_R,W2,2,2024-2025,979.5,40,At/Above Benchmark,True,False
R0011307,STU01885,S005,SUBJ_R,W3,3,2024-2025,1006.6,44,At/Above Benchmark,True,False
R0011308,STU01885,S005,SUBJ_M,W1,1,2024-2025,1078.5,57,At/Above Benchmark,True,False
R0011309,STU01885,S005,SUBJ_M,W2,2,2024-2025,1069.6,62,At/Above Benchmark,True,False
R0011310,STU01885,S005,SUBJ_M,W3,3,2024-2025,1060.2,54,At/Above Benchmark,True,False
R0011311,STU01886,S005,SUBJ_R,W1,1,2024-2025,858.4,21,Intervention,False,True
R0011312,STU01886,S005,SUBJ_R,W2,2,2024-2025,915.2,40,At/Above Benchmark,True,False
R0011313,STU01886,S005,SUBJ_R,W3,3,2024-2025,891.5,34,On Watch,False,False
R0011314,STU01886,S005,SUBJ_M,W1,1,2024-2025,858.9,24,Intervention,False,True
R0011315,STU01886,S005,SUBJ_M,W2,2,2024-2025,881.1,25,On Watch,False,False
R0011316,STU01886,S005,SUBJ_M,W3,3,2024-2025,856.2,28,On Watch,False,False
R0011317,STU01887,S005,SUBJ_R,W1,1,2024-2025,1033.1,78,At/Above Benchmark,True,False
R0011318,STU01887,S005,SUBJ_R,W2,2,2024-2025,1035.9,81,At/Above Benchmark,True,False
R0011319,STU01887,S005,SUBJ_R,W3,3,2024-2025,1039.8,71,At/Above Benchmark,True,False
R0011320,STU01887,S005,SUBJ_M,W1,1,2024-2025,875.7,66,At/Above Benchmark,True,False
R0011321,STU01887,S005,SUBJ_M,W2,2,2024-2025,928.6,69,At/Above Benchmark,True,False
R0011322,STU01887,S005,SUBJ_M,W3,3,2024-2025,1002.4,76,At/Above Benchmark,True,False
R0011323,STU01888,S005,SUBJ_R,W1,1,2024-2025,1110.9,59,At/Above Benchmark,True,False
R0011324,STU01888,S005,SUBJ_R,W2,2,2024-2025,1166.7,69,At/Above Benchmark,True,False
R0011325,STU01888,S005,SUBJ_R,W3,3,2024-2025,1177.7,67,At/Above Benchmark,True,False
R0011326,STU01888,S005,SUBJ_M,W1,1,2024-2025,897.6,32,On Watch,False,False
R0011327,STU01888,S005,SUBJ_M,W2,2,2024-2025,937.9,42,At/Above Benchmark,True,False
R0011328,STU01888,S005,SUBJ_M,W3,3,2024-2025,991.8,47,At/Above Benchmark,True,False
R0011329,STU01889,S005,SUBJ_R,W1,1,2024-2025,848.6,39,On Watch,False,False
R0011330,STU01889,S005,SUBJ_R,W2,2,2024-2025,834.8,35,On Watch,False,False
R0011331,STU01889,S005,SUBJ_R,W3,3,2024-2025,927.4,48,At/Above Benchmark,True,False
R0011332,STU01889,S005,SUBJ_M,W1,1,2024-2025,823.5,41,At/Above Benchmark,True,False
R0011333,STU01889,S005,SUBJ_M,W2,2,2024-2025,898.2,53,At/Above Benchmark,True,False
R0011334,STU01889,S005,SUBJ_M,W3,3,2024-2025,914.7,52,At/Above Benchmark,True,False
R0011335,STU01890,S005,SUBJ_R,W1,1,2024-2025,852.5,42,At/Above Benchmark,True,False
R0011336,STU01890,S005,SUBJ_R,W2,2,2024-2025,853.6,60,At/Above Benchmark,True,False
R0011337,STU01890,S005,SUBJ_R,W3,3,2024-2025,875.4,54,At/Above Benchmark,True,False
R0011338,STU01890,S005,SUBJ_M,W1,1,2024-2025,774.5,51,At/Above Benchmark,True,False
R0011339,STU01890,S005,SUBJ_M,W2,2,2024-2025,825.3,60,At/Above Benchmark,True,False
R0011340,STU01890,S005,SUBJ_M,W3,3,2024-2025,863.8,51,At/Above Benchmark,True,False
R0011341,STU01891,S005,SUBJ_R,W1,1,2024-2025,1143.9,75,At/Above Benchmark,True,False
R0011342,STU01891,S005,SUBJ_R,W2,2,2024-2025,1130.7,81,At/Above Benchmark,True,False
R0011343,STU01891,S005,SUBJ_R,W3,3,2024-2025,1196.3,78,At/Above Benchmark,True,False
R0011344,STU01891,S005,SUBJ_M,W1,1,2024-2025,614.6,7,Urgent Intervention,False,True
R0011345,STU01891,S005,SUBJ_M,W2,2,2024-2025,603.2,13,Intervention,False,True
R0011346,STU01891,S005,SUBJ_M,W3,3,2024-2025,560.5,1,Urgent Intervention,False,True
R0011347,STU01892,S005,SUBJ_R,W1,1,2024-2025,920.7,55,At/Above Benchmark,True,False
R0011348,STU01892,S005,SUBJ_R,W2,2,2024-2025,915.0,63,At/Above Benchmark,True,False
R0011349,STU01892,S005,SUBJ_R,W3,3,2024-2025,883.6,52,At/Above Benchmark,True,False
R0011350,STU01892,S005,SUBJ_M,W1,1,2024-2025,1034.3,80,At/Above Benchmark,True,False
R0011351,STU01892,S005,SUBJ_M,W2,2,2024-2025,1086.5,86,At/Above Benchmark,True,False
R0011352,STU01892,S005,SUBJ_M,W3,3,2024-2025,1105.1,89,At/Above Benchmark,True,False
R0011353,STU01893,S005,SUBJ_R,W1,1,2024-2025,778.3,39,On Watch,False,False
R0011354,STU01893,S005,SUBJ_R,W2,2,2024-2025,831.2,48,At/Above Benchmark,True,False
R0011355,STU01893,S005,SUBJ_R,W3,3,2024-2025,916.7,58,At/Above Benchmark,True,False
R0011356,STU01893,S005,SUBJ_M,W1,1,2024-2025,870.8,59,At/Above Benchmark,True,False
R0011357,STU01893,S005,SUBJ_M,W2,2,2024-2025,895.0,58,At/Above Benchmark,True,False
R0011358,STU01893,S005,SUBJ_M,W3,3,2024-2025,854.5,58,At/Above Benchmark,True,False
R0011359,STU01894,S005,SUBJ_R,W1,1,2024-2025,876.6,28,On Watch,False,False
R0011360,STU01894,S005,SUBJ_R,W2,2,2024-2025,868.6,21,Intervention,False,True
R0011361,STU01894,S005,SUBJ_R,W3,3,2024-2025,853.1,24,Intervention,False,True
R0011362,STU01894,S005,SUBJ_M,W1,1,2024-2025,1021.8,44,At/Above Benchmark,True,False
R0011363,STU01894,S005,SUBJ_M,W2,2,2024-2025,952.7,37,On Watch,False,False
R0011364,STU01894,S005,SUBJ_M,W3,3,2024-2025,991.2,53,At/Above Benchmark,True,False
R0011365,STU01895,S005,SUBJ_R,W1,1,2024-2025,963.6,39,On Watch,False,False
R0011366,STU01895,S005,SUBJ_R,W2,2,2024-2025,959.9,38,On Watch,False,False
R0011367,STU01895,S005,SUBJ_R,W3,3,2024-2025,975.3,49,At/Above Benchmark,True,False
R0011368,STU01895,S005,SUBJ_M,W1,1,2024-2025,1004.9,54,At/Above Benchmark,True,False
R0011369,STU01895,S005,SUBJ_M,W2,2,2024-2025,1013.5,57,At/Above Benchmark,True,False
R0011370,STU01895,S005,SUBJ_M,W3,3,2024-2025,1155.3,66,At/Above Benchmark,True,False
R0011371,STU01896,S005,SUBJ_R,W1,1,2024-2025,779.1,45,At/Above Benchmark,True,False
R0011372,STU01896,S005,SUBJ_R,W2,2,2024-2025,786.0,42,At/Above Benchmark,True,False
R0011373,STU01896,S005,SUBJ_R,W3,3,2024-2025,868.7,56,At/Above Benchmark,True,False
R0011374,STU01896,S005,SUBJ_M,W1,1,2024-2025,908.4,59,At/Above Benchmark,True,False
R0011375,STU01896,S005,SUBJ_M,W2,2,2024-2025,927.9,71,At/Above Benchmark,True,False
R0011376,STU01896,S005,SUBJ_M,W3,3,2024-2025,990.7,81,At/Above Benchmark,True,False
R0011377,STU01897,S005,SUBJ_R,W1,1,2024-2025,670.8,18,Intervention,False,True
R0011378,STU01897,S005,SUBJ_R,W2,2,2024-2025,741.4,18,Intervention,False,True
R0011379,STU01897,S005,SUBJ_R,W3,3,2024-2025,851.4,35,On Watch,False,False
R0011380,STU01897,S005,SUBJ_M,W1,1,2024-2025,800.2,46,At/Above Benchmark,True,False
R0011381,STU01897,S005,SUBJ_M,W2,2,2024-2025,807.2,34,On Watch,False,False
R0011382,STU01897,S005,SUBJ_M,W3,3,2024-2025,835.8,42,At/Above Benchmark,True,False
