result_id,student_id,subject_id,window_id,school_year,scaled_score,percentile_rank,benchmark_category
R0007168,STU01195,SUBJ_M,W1,2024-2025,887.6,33,On Watch
R0007169,STU01195,SUBJ_M,W2,2024-2025,971.1,50,At/Above Benchmark
R0007170,STU01195,SUBJ_M,W3,2024-2025,968.2,35,On Watch
R0007171,STU01196,SUBJ_R,W1,2024-2025,965.6,58,At/Above Benchmark
R0007172,STU01196,SUBJ_R,W2,2024-2025,933.8,52,At/Above Benchmark
R0007173,STU01196,SUBJ_R,W3,2024-2025,983.0,55,At/Above Benchmark
R0007174,STU01196,SUBJ_M,W1,2024-2025,894.2,41,At/Above Benchmark
R0007175,STU01196,SUBJ_M,W2,2024-2025,863.4,44,At/Above Benchmark
R0007176,STU01196,SUBJ_M,W3,2024-2025,844.9,34,On Watch
R0007177,STU01197,SUBJ_R,W1,2024-2025,723.1,17,Intervention
R0007178,STU01197,SUBJ_R,W2,2024-2025,715.9,14,Intervention
R0007179,STU01197,SUBJ_R,W3,2024-2025,764.5,29,On Watch
R0007180,STU01197,SUBJ_M,W1,2024-2025,834.6,27,On Watch
R0007181,STU01197,SUBJ_M,W2,2024-2025,877.6,38,On Watch
R0007182,STU01197,SUBJ_M,W3,2024-2025,901.8,48,At/Above Benchmark
R0007183,STU01198,SUBJ_R,W1,2024-2025,972.1,47,At/Above Benchmark
R0007184,STU01198,SUBJ_R,W2,2024-2025,971.7,47,At/Above Benchmark
R0007185,STU01198,SUBJ_R,W3,2024-2025,1064.5,49,At/Above Benchmark
R0007186,STU01198,SUBJ_M,W1,2024-2025,843.8,32,On Watch
R0007187,STU01198,SUBJ_M,W2,2024-2025,879.3,26,On Watch
R0007188,STU01198,SUBJ_M,W3,2024-2025,845.0,32,On Watch
R0007189,STU01199,SUBJ_R,W1,2024-2025,683.5,26,On Watch
R0007190,STU01199,SUBJ_R,W2,2024-2025,653.6,19,Intervention
R0007191,STU01199,SUBJ_R,W3,2024-2025,702.3,26,On Watch
R0007192,STU01199,SUBJ_M,W1,2024-2025,901.8,63,At/Above Benchmark
R0007193,STU01199,SUBJ_M,W2,2024-2025,956.1,76,At/Above Benchmark
R0007194,STU01199,SUBJ_M,W3,2024-2025,975.0,85,At/Above Benchmark
R0007195,STU01200,SUBJ_R,W1,2024-2025,821.1,55,At/Above Benchmark
R0007196,STU01200,SUBJ_R,W2,2024-2025,789.5,47,At/Above Benchmark
R0007197,STU01200,SUBJ_R,W3,2024-2025,854.7,49,At/Above Benchmark
R0007198,STU01200,SUBJ_M,W1,2024-2025,699.5,39,On Watch
R0007199,STU01200,SUBJ_M,W2,2024-2025,697.9,33,On Watch
R0007200,STU01200,SUBJ_M,W3,2024-2025,757.3,46,At/Above Benchmark
R0007201,STU01201,SUBJ_R,W1,2024-2025,1067.6,64,At/Above Benchmark
R0007202,STU01201,SUBJ_R,W2,2024-2025,1134.8,82,At/Above Benchmark
R0007203,STU01201,SUBJ_R,W3,2024-2025,1125.5,67,At/Above Benchmark
R0007204,STU01201,SUBJ_M,W1,2024-2025,824.5,51,At/Above Benchmark
R0007205,STU01201,SUBJ_M,W2,2024-2025,779.9,39,On Watch
R0007206,STU01201,SUBJ_M,W3,2024-2025,796.0,32,On Watch
R0007207,STU01202,SUBJ_R,W1,2024-2025,743.6,42,At/Above Benchmark
R0007208,STU01202,SUBJ_R,W2,2024-2025,776.6,34,On Watch
R0007209,STU01202,SUBJ_R,W3,2024-2025,754.9,40,At/Above Benchmark
R0007210,STU01202,SUBJ_M,W1,2024-2025,557.8,26,On Watch
R0007211,STU01202,SUBJ_M,W2,2024-2025,558.1,18,Intervention
R0007212,STU01202,SUBJ_M,W3,2024-2025,582.6,10,Intervention
R0007213,STU01203,SUBJ_R,W1,2024-2025,1068.0,58,At/Above Benchmark
R0007214,STU01203,SUBJ_R,W2,2024-2025,1114.2,74,At/Above Benchmark
R0007215,STU01203,SUBJ_R,W3,2024-2025,1146.6,74,At/Above Benchmark
R0007216,STU01203,SUBJ_M,W1,2024-2025,768.2,34,On Watch
R0007217,STU01203,SUBJ_M,W2,2024-2025,817.7,35,On Watch
R0007218,STU01203,SUBJ_M,W3,2024-2025,854.6,44,At/Above Benchmark
R0007219,STU01204,SUBJ_R,W1,2024-2025,972.5,44,At/Above Benchmark
R0007220,STU01204,SUBJ_R,W2,2024-2025,938.8,48,At/Above Benchmark
R0007221,STU01204,SUBJ_R,W3,2024-2025,929.4,44,At/Above Benchmark
R0007222,STU01204,SUBJ_M,W1,2024-2025,966.4,57,At/Above Benchmark
R0007223,STU01204,SUBJ_M,W2,2024-2025,1023.7,74,At/Above Benchmark
R0007224,STU01204,SUBJ_M,W3,2024-2025,1057.9,74,At/Above Benchmark
R0007225,STU01205,SUBJ_R,W1,2024-2025,873.3,52,At/Above Benchmark
R0007226,STU01205,SUBJ_R,W2,2024-2025,901.1,53,At/Above Benchmark
R0007227,STU01205,SUBJ_R,W3,2024-2025,887.0,55,At/Above Benchmark
R0007228,STU01205,SUBJ_M,W1,2024-2025,758.7,24,Intervention
R0007229,STU01205,SUBJ_M,W2,2024-2025,791.0,51,At/Above Benchmark
R0007230,STU01205,SUBJ_M,W3,2024-2025,849.1,60,At/Above Benchmark
R0007231,STU01206,SUBJ_R,W1,2024-2025,1020.1,49,At/Above Benchmark
R0007232,STU01206,SUBJ_R,W2,2024-2025,1020.4,55,At/Above Benchmark
R0007233,STU01206,SUBJ_R,W3,2024-2025,1010.2,56,At/Above Benchmark
R0007234,STU01206,SUBJ_M,W1,2024-2025,632.8,14,Intervention
R0007235,STU01206,SUBJ_M,W2,2024-2025,771.8,37,On Watch
R0007236,STU01206,SUBJ_M,W3,2024-2025,764.5,30,On Watch
R0007237,STU01207,SUBJ_R,W1,2024-2025,809.5,23,Intervention
R0007238,STU01207,SUBJ_R,W2,2024-2025,800.5,36,On Watch
R0007239,STU01207,SUBJ_R,W3,2024-2025,812.3,14,Intervention
R0007240,STU01207,SUBJ_M,W1,2024-2025,768.8,31,On Watch
R0007241,STU01207,SUBJ_M,W2,2024-2025,787.6,37,On Watch
R0007242,STU01207,SUBJ_M,W3,2024-2025,881.7,49,At/Above Benchmark
R0007243,STU01208,SUBJ_R,W1,2024-2025,1046.5,56,At/Above Benchmark
R0007244,STU01208,SUBJ_R,W2,2024-2025,1114.5,65,At/Above Benchmark
R0007245,STU01208,SUBJ_R,W3,2024-2025,1119.8,57,At/Above Benchmark
R0007246,STU01208,SUBJ_M,W1,2024-2025,808.9,20,Intervention
R0007247,STU01208,SUBJ_M,W2,2024-2025,939.3,40,At/Above Benchmark
R0007248,STU01208,SUBJ_M,W3,2024-2025,966.3,41,At/Above Benchmark
R0007249,STU01209,SUBJ_R,W1,2024-2025,759.0,10,Intervention
R0007250,STU01209,SUBJ_R,W2,2024-2025,749.1,11,Intervention
R0007251,STU01209,SUBJ_R,W3,2024-2025,838.8,28,On Watch
R0007252,STU01209,SUBJ_M,W1,2024-2025,606.4,1,Urgent Intervention
R0007253,STU01209,SUBJ_M,W2,2024-2025,601.0,3,Urgent Intervention
R0007254,STU01209,SUBJ_M,W3,2024-2025,561.4,1,Urgent Intervention
R0007255,STU01210,SUBJ_R,W1,2024-2025,744.2,32,On Watch
R0007256,STU01210,SUBJ_R,W2,2024-2025,767.6,38,On Watch
R0007257,STU01210,SUBJ_R,W3,2024-2025,856.8,55,At/Above Benchmark
R0007258,STU01210,SUBJ_M,W1,2024-2025,914.7,64,At/Above Benchmark
R0007259,STU01210,SUBJ_M,W2,2024-2025,916.3,67,At/Above Benchmark
R0007260,STU01210,SUBJ_M,W3,2024-2025,949.8,67,At/Above Benchmark
R0007261,STU01211,SUBJ_R,W1,2024-2025,1103.8,53,At/Above Benchmark
R0007262,STU01211,SUBJ_R,W2,2024-2025,1083.9,41,At/Above Benchmark
R0007263,STU01211,SUBJ_R,W3,2024-2025,1106.4,55,At/Above Benchmark
R0007264,STU01211,SUBJ_M,W1,2024-2025,863.0,32,On Watch
R0007265,STU01211,SUBJ_M,W2,2024-2025,922.2,43,At/Above Benchmark
R0007266,STU01211,SUBJ_M,W3,2024-2025,992.4,53,At/Above Benchmark
R0007267,STU01212,SUBJ_R,W1,2024-2025,897.5,36,On Watch
R0007268,STU01212,SUBJ_R,W2,2024-2025,963.4,55,At/Above Benchmark
R0007269,STU01212,SUBJ_R,W3,2024-2025,941.2,54,At/Above Benchmark
R0007270,STU01212,SUBJ_M,W1,2024-2025,817.6,40,At/Above Benchmark
R0007271,STU01212,SUBJ_M,W2,2024-2025,816.4,28,On Watch
R0007272,STU01212,SUBJ_M,W3,2024-2025,822.2,34,On Watch
R0007273,STU01213,SUBJ_R,W1,2024-2025,1147.6,63,At/Above Benchmark
R0007274,STU01213,SUBJ_R,W2,2024-2025,1232.5,87,At/Above Benchmark
R0007275,STU01213,SUBJ_R,W3,2024-2025,1298.9,91,At/Above Benchmark
R0007276,STU01213,SUBJ_M,W1,2024-2025,1124.3,65,At/Above Benchmark
R0007277,STU01213,SUBJ_M,W2,2024-2025,1127.9,70,At/Above Benchmark
R0007278,STU01213,SUBJ_M,W3,2024-2025,1185.3,76,At/Above Benchmark
R0007279,STU01214,SUBJ_R,W1,2024-2025,755.5,17,Intervention
R0007280,STU01214,SUBJ_R,W2,2024-2025,807.2,29,On Watch
R0007281,STU01214,SUBJ_R,W3,2024-2025,905.3,41,At/Above Benchmark
R0007282,STU01214,SUBJ_M,W1,2024-2025,767.2,30,On Watch
R0007283,STU01214,SUBJ_M,W2,2024-2025,741.8,29,On Watch
R0007284,STU01214,SUBJ_M,W3,2024-2025,759.0,31,On Watch
R0007285,STU01215,SUBJ_R,W1,2024-2025,1027.5,48,At/Above Benchmark
R0007286,STU01215,SUBJ_R,W2,2024-2025,1114.4,50,At/Above Benchmark
R0007287,STU01215,SUBJ_R,W3,2024-2025,1115.0,62,At/Above Benchmark
R0007288,STU01215,SUBJ_M,W1,2024-2025,1149.0,65,At/Above Benchmark
R0007289,STU01215,SUBJ_M,W2,2024-2025,1118.8,71,At/Above Benchmark
R0007290,STU01215,SUBJ_M,W3,2024-2025,1069.1,46,At/Above Benchmark
R0007291,STU01216,SUBJ_R,W1,2024-2025,838.6,45,At/Above Benchmark
R0007292,STU01216,SUBJ_R,W2,2024-2025,896.0,48,At/Above Benchmark
R0007293,STU01216,SUBJ_R,W3,2024-2025,757.3,37,On Watch
R0007294,STU01216,SUBJ_M,W1,2024-2025,1035.7,80,At/Above Benchmark
R0007295,STU01216,SUBJ_M,W2,2024-2025,1120.2,92,At/Above Benchmark
R0007296,STU01216,SUBJ_M,W3,2024-2025,1207.6,99,At/Above Benchmark
R0007297,STU01217,SUBJ_R,W1,2024-2025,812.4,26,On Watch
R0007298,STU01217,SUBJ_R,W2,2024-2025,780.6,26,On Watch
R0007299,STU01217,SUBJ_R,W3,2024-2025,747.9,20,Intervention
R0007300,STU01217,SUBJ_M,W1,2024-2025,1025.4,67,At/Above Benchmark
R0007301,STU01217,SUBJ_M,W2,2024-2025,1006.5,67,At/Above Benchmark
R0007302,STU01217,SUBJ_M,W3,2024-2025,1099.8,81,At/Above Benchmark
R0007303,STU01218,SUBJ_R,W1,2024-2025,660.6,9,Urgent Intervention
R0007304,STU01218,SUBJ_R,W2,2024-2025,762.4,18,Intervention
R0007305,STU01218,SUBJ_R,W3,2024-2025,794.3,31,On Watch
R0007306,STU01218,SUBJ_M,W1,2024-2025,969.6,62,At/Above Benchmark
R0007307,STU01218,SUBJ_M,W2,2024-2025,985.5,55,At/Above Benchmark
R0007308,STU01218,SUBJ_M,W3,2024-2025,981.7,63,At/Above Benchmark
R0007309,STU01219,SUBJ_R,W1,2024-2025,1018.6,60,At/Above Benchmark
R0007310,STU01219,SUBJ_R,W2,2024-2025,1108.1,68,At/Above Benchmark
R0007311,STU01219,SUBJ_R,W3,2024-2025,1191.0,76,At/Above Benchmark
R0007312,STU01219,SUBJ_M,W1,2024-2025,891.9,47,At/Above Benchmark
R0007313,STU01219,SUBJ_M,W2,2024-2025,891.4,53,At/Above Benchmark
R0007314,STU01219,SUBJ_M,W3,2024-2025,894.4,42,At/Above Benchmark
R0007315,STU01220,SUBJ_R,W1,2024-2025,788.9,40,At/Above Benchmark
R0007316,STU01220,SUBJ_R,W2,2024-2025,828.8,44,At/Above Benchmark
R0007317,STU01220,SUBJ_R,W3,2024-2025,791.8,38,On Watch
R0007318,STU01220,SUBJ_M,W1,2024-2025,798.5,49,At/Above Benchmark
R0007319,STU01220,SUBJ_M,W2,2024-2025,752.5,36,On Watch
R0007320,STU01220,SUBJ_M,W3,2024-2025,762.6,38,On Watch
R0007321,STU01221,SUBJ_R,W1,2024-2025,841.2,54,At/Above Benchmark
R0007322,STU01221,SUBJ_R,W2,2024-2025,934.9,62,At/Above Benchmark
R0007323,STU01221,SUBJ_R,W3,2024-2025,1011.9,78,At/Above Benchmark
R0007324,STU01221,SUBJ_M,W1,2024-2025,807.5,49,At/Above Benchmark
R0007325,STU01221,SUBJ_M,W2,2024-2025,756.1,40,At/Above Benchmark
R0007326,STU01221,SUBJ_M,W3,2024-2025,716.5,39,On Watch
R0007327,STU01222,SUBJ_R,W1,2024-2025,987.6,48,At/Above Benchmark
R0007328,STU01222,SUBJ_R,W2,2024-2025,1100.7,65,At/Above Benchmark
R0007329,STU01222,SUBJ_R,W3,2024-2025,1186.1,68,At/Above Benchmark
R0007330,STU01222,SUBJ_M,W1,2024-2025,862.7,31,On Watch
R0007331,STU01222,SUBJ_M,W2,2024-2025,937.2,38,On Watch
R0007332,STU01222,SUBJ_M,W3,2024-2025,943.3,52,At/Above Benchmark
R0007333,STU01223,SUBJ_R,W1,2024-2025,591.7,14,Intervention
R0007334,STU01223,SUBJ_R,W2,2024-2025,623.6,16,Intervention
R0007335,STU01223,SUBJ_R,W3,2024-2025,712.7,33,On Watch
R0007336,STU01223,SUBJ_M,W1,2024-2025,847.0,54,At/Above Benchmark
R0007337,STU01223,SUBJ_M,W2,2024-2025,901.4,58,At/Above Benchmark
R0007338,STU01223,SUBJ_M,W3,2024-2025,891.2,56,At/Above Benchmark
R0007339,STU01224,SUBJ_R,W1,2024-2025,893.0,38,On Watch
R0007340,STU01224,SUBJ_R,W2,2024-2025,941.1,48,At/Above Benchmark
R0007341,STU01224,SUBJ_R,W3,2024-2025,1012.1,63,At/Above Benchmark
R0007342,STU01224,SUBJ_M,W1,2024-2025,960.6,59,At/Above Benchmark
R0007343,STU01224,SUBJ_M,W2,2024-2025,980.8,62,At/Above Benchmark
R0007344,STU01224,SUBJ_M,W3,2024-2025,1072.5,76,At/Above Benchmark
R0007345,STU01225,SUBJ_R,W1,2024-2025,1173.0,69,At/Above Benchmark
R0007346,STU01225,SUBJ_R,W2,2024-2025,1097.8,51,At/Above Benchmark
R0007347,STU01225,SUBJ_R,W3,2024-2025,1121.2,56,At/Above Benchmark
R0007348,STU01225,SUBJ_M,W1,2024-2025,1033.0,55,At/Above Benchmark
R0007349,STU01225,SUBJ_M,W2,2024-2025,1052.6,52,At/Above Benchmark
R0007350,STU01225,SUBJ_M,W3,2024-2025,1073.3,56,At/Above Benchmark
R0007351,STU01226,SUBJ_R,W1,2024-2025,1278.5,80,At/Above Benchmark
R0007352,STU01226,SUBJ_R,W2,2024-2025,1290.6,80,At/Above Benchmark
R0007353,STU01226,SUBJ_R,W3,2024-2025,1307.5,86,At/Above Benchmark
R0007354,STU01226,SUBJ_M,W1,2024-2025,964.9,35,On Watch
R0007355,STU01226,SUBJ_M,W2,2024-2025,907.2,38,On Watch
R0007356,STU01226,SUBJ_M,W3,2024-2025,847.9,26,On Watch
R0007357,STU01227,SUBJ_R,W1,2024-2025,1014.9,54,At/Above Benchmark
R0007358,STU01227,SUBJ_R,W2,2024-2025,1059.4,44,At/Above Benchmark
R0007359,STU01227,SUBJ_R,W3,2024-2025,1099.5,55,At/Above Benchmark
R0007360,STU01227,SUBJ_M,W1,2024-2025,1059.2,56,At/Above Benchmark
R0007361,STU01227,SUBJ_M,W2,2024-2025,1087.9,57,At/Above Benchmark
R0007362,STU01227,SUBJ_M,W3,2024-2025,1093.5,55,At/Above Benchmark
R0007363,STU01228,SUBJ_R,W1,2024-2025,871.7,47,At/Above Benchmark
R0007364,STU01228,SUBJ_R,W2,2024-2025,875.6,49,At/Above Benchmark
R0007365,STU01228,SUBJ_R,W3,2024-2025,871.8,62,At/Above Benchmark
R0007366,STU01228,SUBJ_M,W1,2024-2025,575.9,22,Intervention
R0007367,STU01228,SUBJ_M,W2,2024-2025,641.1,26,On Watch
R0007368,STU01228,SUBJ_M,W3,2024-2025,716.8,37,On Watch
R0007369,STU01229,SUBJ_R,W1,2024-2025,941.5,56,At/Above Benchmark
R0007370,STU01229,SUBJ_R,W2,2024-2025,939.8,52,At/Above Benchmark
R0007371,STU01229,SUBJ_R,W3,2024-2025,995.9,59,At/Above Benchmark
R0007372,STU01229,SUBJ_M,W1,2024-2025,791.6,40,At/Above Benchmark
R0007373,STU01229,SUBJ_M,W2,2024-2025,822.0,31,On Watch
R0007374,STU01229,SUBJ_M,W3,2024-2025,852.9,39,On Watch
R0007375,STU01230,SUBJ_R,W1,2024-2025,752.5,43,At/Above Benchmark
R0007376,STU01230,SUBJ_R,W2,2024-2025,796.7,47,At/Above Benchmark
R0007377,STU01230,SUBJ_R,W3,2024-2025,758.5,37,On Watch
R0007378,STU01230,SUBJ_M,W1,2024-2025,842.7,69,At/Above Benchmark
R0007379,STU01230,SUBJ_M,W2,2024-2025,855.3,51,At/Above Benchmark
R0007380,STU01230,SUBJ_M,W3,2024-2025,951.5,66,At/Above Benchmark
R0007381,STU01231,SUBJ_R,W1,2024-2025,930.4,32,On Watch
R0007382,STU01231,SUBJ_R,W2,2024-2025,1048.7,61,At/Above Benchmark
R0007383,STU01231,SUBJ_R,W3,2024-2025,1075.8,49,At/Above Benchmark
R0007384,STU01231,SUBJ_M,W1,2024-2025,1029.0,52,At/Above Benchmark
R0007385,STU01231,SUBJ_M,W2,2024-2025,1077.3,60,At/Above Benchmark
R0007386,STU01231,SUBJ_M,W3,2024-2025,1095.1,64,At/Above Benchmark
R0007387,STU01232,SUBJ_R,W1,2024-2025,976.1,44,At/Above Benchmark
R0007388,STU01232,SUBJ_R,W2,2024-2025,969.3,35,On Watch
R0007389,STU01232,SUBJ_R,W3,2024-2025,1014.7,39,On Watch
R0007390,STU01232,SUBJ_M,W1,2024-2025,1103.1,60,At/Above Benchmark
R0007391,STU01232,SUBJ_M,W2,2024-2025,1117.0,60,At/Above Benchmark
R0007392,STU01232,SUBJ_M,W3,2024-2025,1137.4,76,At/Above Benchmark
R0007393,STU01233,SUBJ_R,W1,2024-2025,1241.9,66,At/Above Benchmark
R0007394,STU01233,SUBJ_R,W2,2024-2025,1334.7,99,At/Above Benchmark
R0007395,STU01233,SUBJ_R,W3,2024-2025,1400.0,99,At/Above Benchmark
R0007396,STU01233,SUBJ_M,W1,2024-2025,935.8,44,At/Above Benchmark
R0007397,STU01233,SUBJ_M,W2,2024-2025,932.6,43,At/Above Benchmark
R0007398,STU01233,SUBJ_M,W3,2024-2025,934.3,33,On Watch
R0007399,STU01234,SUBJ_R,W1,2024-2025,857.1,42,At/Above Benchmark
R0007400,STU01234,SUBJ_R,W2,2024-2025,929.4,49,At/Above Benchmark
R0007401,STU01234,SUBJ_R,W3,2024-2025,907.3,55,At/Above Benchmark
R0007402,STU01234,SUBJ_M,W1,2024-2025,845.2,41,At/Above Benchmark
R0007403,STU01234,SUBJ_M,W2,2024-2025,823.8,44,At/Above Benchmark
R0007404,STU01234,SUBJ_M,W3,2024-2025,822.9,37,On Watch
R0007405,STU01235,SUBJ_R,W1,2024-2025,879.2,38,On Watch
R0007406,STU01235,SUBJ_R,W2,2024-2025,892.1,41,At/Above Benchmark
R0007407,STU01235,SUBJ_R,W3,2024-2025,983.1,57,At/Above Benchmark
R0007408,STU01235,SUBJ_M,W1,2024-2025,1024.6,63,At/Above Benchmark
R0007409,STU01235,SUBJ_M,W2,2024-2025,1009.5,68,At/Above Benchmark
R0007410,STU01235,SUBJ_M,W3,2024-2025,1035.4,67,At/Above Benchmark
R0007411,STU01236,SUBJ_R,W1,2024-2025,698.1,8,Urgent Intervention
R0007412,STU01236,SUBJ_R,W2,2024-2025,735.8,7,Urgent Intervention
R0007413,STU01236,SUBJ_R,W3,2024-2025,773.1,13,Intervention
R0007414,STU01236,SUBJ_M,W1,2024-2025,925.1,50,At/Above Benchmark
R0007415,STU01236,SUBJ_M,W2,2024-2025,870.7,32,On Watch
R0007416,STU01236,SUBJ_M,W3,2024-2025,1021.3,50,At/Above Benchmark
R0007417,STU01237,SUBJ_R,W1,2024-2025,900.6,57,At/Above Benchmark
R0007418,STU01237,SUBJ_R,W2,2024-2025,943.5,68,At/Above Benchmark
R0007419,STU01237,SUBJ_R,W3,2024-2025,967.0,68,At/Above Benchmark
R0007420,STU01237,SUBJ_M,W1,2024-2025,866.9,53,At/Above Benchmark
R0007421,STU01237,SUBJ_M,W2,2024-2025,935.9,68,At/Above Benchmark
R0007422,STU01237,SUBJ_M,W3,2024-2025,1013.6,81,At/Above Benchmark
R0007423,STU01238,SUBJ_R,W1,2024-2025,802.0,42,At/Above Benchmark
R0007424,STU01238,SUBJ_R,W2,2024-2025,860.0,46,At/Above Benchmark
R0007425,STU01238,SUBJ_R,W3,2024-2025,895.5,51,At/Above Benchmark
R0007426,STU01238,SUBJ_M,W1,2024-2025,673.1,31,On Watch
R0007427,STU01238,SUBJ_M,W2,2024-2025,687.0,28,On Watch
R0007428,STU01238,SUBJ_M,W3,2024-2025,734.1,35,On Watch
R0007429,STU01239,SUBJ_R,W1,2024-2025,864.1,27,On Watch
R0007430,STU01239,SUBJ_R,W2,2024-2025,935.4,33,On Watch
R0007431,STU01239,SUBJ_R,W3,2024-2025,1028.9,59,At/Above Benchmark
R0007432,STU01239,SUBJ_M,W1,2024-2025,787.3,22,Intervention
R0007433,STU01239,SUBJ_M,W2,2024-2025,793.3,26,On Watch
R0007434,STU01239,SUBJ_M,W3,2024-2025,842.6,31,On Watch
R0007435,STU01240,SUBJ_R,W1,2024-2025,908.7,56,At/Above Benchmark
R0007436,STU01240,SUBJ_R,W2,2024-2025,923.3,56,At/Above Benchmark
R0007437,STU01240,SUBJ_R,W3,2024-2025,961.2,68,At/Above Benchmark
R0007438,STU01240,SUBJ_M,W1,2024-2025,821.4,49,At/Above Benchmark
R0007439,STU01240,SUBJ_M,W2,2024-2025,857.6,56,At/Above Benchmark
R0007440,STU01240,SUBJ_M,W3,2024-2025,821.7,49,At/Above Benchmark
R0007441,STU01241,SUBJ_R,W1,2024-2025,1014.5,55,At/Above Benchmark
R0007442,STU01241,SUBJ_R,W2,2024-2025,1054.1,68,At/Above Benchmark
R0007443,STU01241,SUBJ_R,W3,2024-2025,1149.4,73,At/Above Benchmark
R0007444,STU01241,SUBJ_M,W1,2024-2025,747.7,21,Intervention
R0007445,STU01241,SUBJ_M,W2,2024-2025,712.6,13,Intervention
R0007446,STU01241,SUBJ_M,W3,2024-2025,687.7,20,Intervention
R0007447,STU01242,SUBJ_R,W1,2024-2025,1086.9,52,At/Above Benchmark
R0007448,STU01242,SUBJ_R,W2,2024-2025,1088.3,50,At/Above Benchmark
R0007449,STU01242,SUBJ_R,W3,2024-2025,1100.3,54,At/Above Benchmark
R0007450,STU01242,SUBJ_M,W1,2024-2025,1400.0,99,At/Above Benchmark
R0007451,STU01242,SUBJ_M,W2,2024-2025,1400.0,99,At/Above Benchmark
R0007452,STU01242,SUBJ_M,W3,2024-2025,1400.0,99,At/Above Benchmark
R0007453,STU01243,SUBJ_R,W1,2024-2025,861.1,51,At/Above Benchmark
R0007454,STU01243,SUBJ_R,W2,2024-2025,853.0,31,On Watch
R0007455,STU01243,SUBJ_R,W3,2024-2025,863.0,42,At/Above Benchmark
R0007456,STU01243,SUBJ_M,W1,2024-2025,974.0,49,At/Above Benchmark
R0007457,STU01243,SUBJ_M,W2,2024-2025,1111.3,78,At/Above Benchmark
R0007458,STU01243,SUBJ_M,W3,2024-2025,1127.6,67,At/Above Benchmark
R0007459,STU01244,SUBJ_R,W1,2024-2025,1003.8,74,At/Above Benchmark
R0007460,STU01244,SUBJ_R,W2,2024-2025,1078.3,83,At/Above Benchmark
R0007461,STU01244,SUBJ_R,W3,2024-2025,1029.9,70,At/Above Benchmark
R0007462,STU01244,SUBJ_M,W1,2024-2025,815.3,54,At/Above Benchmark
R0007463,STU01244,SUBJ_M,W2,2024-2025,753.1,44,At/Above Benchmark
R0007464,STU01244,SUBJ_M,W3,2024-2025,677.9,29,On Watch
R0007465,STU01245,SUBJ_R,W1,2024-2025,590.8,16,Intervention
R0007466,STU01245,SUBJ_R,W2,2024-2025,691.1,25,On Watch
R0007467,STU01245,SUBJ_R,W3,2024-2025,708.7,33,On Watch
R0007468,STU01245,SUBJ_M,W1,2024-2025,749.0,47,At/Above Benchmark
R0007469,STU01245,SUBJ_M,W2,2024-2025,771.2,38,On Watch
R0007470,STU01245,SUBJ_M,W3,2024-2025,825.6,50,At/Above Benchmark
R0007471,STU01246,SUBJ_R,W1,2024-2025,1069.1,60,At/Above Benchmark
R0007472,STU01246,SUBJ_R,W2,2024-2025,1067.9,71,At/Above Benchmark
R0007473,STU01246,SUBJ_R,W3,2024-2025,1015.9,66,At/Above Benchmark
R0007474,STU01246,SUBJ_M,W1,2024-2025,857.3,44,At/Above Benchmark
R0007475,STU01246,SUBJ_M,W2,2024-2025,870.1,34,On Watch
R0007476,STU01246,SUBJ_M,W3,2024-2025,927.6,52,At/Above Benchmark
R0007477,STU01247,SUBJ_R,W1,2024-2025,989.0,60,At/Above Benchmark
R0007478,STU01247,SUBJ_R,W2,2024-2025,1021.0,66,At/Above Benchmark
R0007479,STU01247,SUBJ_R,W3,2024-2025,1043.1,63,At/Above Benchmark
R0007480,STU01247,SUBJ_M,W1,2024-2025,904.0,54,At/Above Benchmark
R0007481,STU01247,SUBJ_M,W2,2024-2025,919.5,49,At/Above Benchmark
R0007482,STU01247,SUBJ_M,W3,2024-2025,1053.6,67,At/Above Benchmark
R0007483,STU01248,SUBJ_R,W1,2024-2025,758.4,36,On Watch
R0007484,STU01248,SUBJ_R,W2,2024-2025,706.1,30,On Watch
R0007485,STU01248,SUBJ_R,W3,2024-2025,762.6,36,On Watch
R0007486,STU01248,SUBJ_M,W1,2024-2025,622.9,26,On Watch
R0007487,STU01248,SUBJ_M,W2,2024-2025,571.7,18,Intervention
R0007488,STU01248,SUBJ_M,W3,2024-2025,648.1,34,On Watch
R0007489,STU01249,SUBJ_R,W1,2024-2025,867.9,37,On Watch
R0007490,STU01249,SUBJ_R,W2,2024-2025,842.2,43,At/Above Benchmark
R0007491,STU01249,SUBJ_R,W3,2024-2025,862.3,42,At/Above Benchmark
R0007492,STU01249,SUBJ_M,W1,2024-2025,957.0,58,At/Above Benchmark
R0007493,STU01249,SUBJ_M,W2,2024-2025,1022.8,61,At/Above Benchmark
R0007494,STU01249,SUBJ_M,W3,2024-2025,940.5,46,At/Above Benchmark
R0007495,STU01250,SUBJ_R,W1,2024-2025,926.3,45,At/Above Benchmark
R0007496,STU01250,SUBJ_R,W2,2024-2025,957.0,54,At/Above Benchmark
R0007497,STU01250,SUBJ_R,W3,2024-2025,996.5,56,At/Above Benchmark
R0007498,STU01250,SUBJ_M,W1,2024-2025,748.9,39,On Watch
R0007499,STU01250,SUBJ_M,W2,2024-2025,777.6,30,On Watch
R0007500,STU01250,SUBJ_M,W3,2024-2025,845.3,40,At/Above Benchmark
R0007501,STU01251,SUBJ_R,W1,2024-2025,1020.9,65,At/Above Benchmark
R0007502,STU01251,SUBJ_R,W2,2024-2025,961.5,58,At/Above Benchmark
